text,flow_duration,label
GET /api/v1/users?id=1*56,119980,1
"POST /login {'user': 'A', 'pass': 'password123'}",36926,0
GET /api/v1/users?id=5433,138568,0
GET /search?q=r,91785,0
GET /assets/css/main.css,8677,0
GET /search?q=1' ORDER BY 2--+,3497,1
GET /admin/login?user=1*1,39973,1
GET /products/details?productID=6,15385,0
"POST /login {'user': 'user1' or 1=1 --', 'pass': 'password123'}",802,1
"POST /login {'user': '1024-2', 'pass': 'password123'}",2242,1
GET /images/products/Y.jpg,35362,0
GET /products/details?productID=`,2844,1
"GET /search?q=1' GROUP BY 1,2,3--+",16113,1
"POST /search {'keyword': '1' ORDER BY 1,2,3--+'}",24336,1
GET /admin/login?user='LIKE',15514,1
GET /products/details?productID=105-1,5599,1
"POST /api/v1/cart/add {'item_id': '8089', 'quantity': 3}",33279,0
"POST /login {'user': 'c', 'pass': 'password123'}",76837,0
GET /images/products/f.jpg,77652,0
GET /products/details?productID=1 AND (SELECT * FROM Users) = 1,1014,1
"POST /api/v1/cart/add {'item_id': '1464', 'quantity': 4}",127508,0
GET /admin/login?user=1=1,4919,1
"GET /products/details?productID=,",125013,1
GET /products/details?productID=R,61885,0
GET /products/details?productID=' AND id IS NULL; --,434,1
GET /products/details?productID=1024-2,123528,1
GET /search?q=E,21272,0
GET /products/electronics/c,109934,0
GET /admin/login?user=' OR 1=1--,66133,1
GET /search?q=' AND user IS NULL; --,83335,1
GET /search?q=' OR 'x'='x,130320,1
GET /assets/css/main.css,95050,0
GET /assets/css/main.css,147226,0
GET /images/products/Q.jpg,60887,0
GET /items/show.php?id=' AND id IS NULL; --,44607,1
"POST /login.php {'username': '1*56', 'password': 'password'}",85115,1
POST /search {'keyword': 'OR '1'='1''},5599,1
GET /images/products/X.jpg,19364,0
GET /search?q=/*…*/,146897,1
"POST /api/v1/cart/add {'item_id': '8774', 'quantity': 1}",17643,0
GET /assets/css/main.css,64758,0
POST /search {'keyword': '' OR '' = ''},6581,1
GET /api/v1/users?id=user1' or 1=1 --,5048,1
GET /admin/login?user=' OR 'x'='x,25595,1
GET /assets/css/main.css,11169,0
GET /api/v1/users?id=8018,8069,0
"POST /api/v1/cart/add {'item_id': '2567', 'quantity': 2}",64002,0
POST /profile/update {'email': 'test.user@example.com'},82362,0
GET /index.php?page=1024-2,128846,1
GET /user/profile?user_id=AND true,4972,1
POST /search {'keyword': '1 AND 1=1'},97465,1
"POST /login {'user': '105-1', 'pass': 'password123'}",2343,1
GET /api/v1/users?id=457,320,0
GET /products/details?productID=1,87766,0
GET /api/v1/users?id=AND 0,4051,1
GET /index.php?page=' or 'x'='x,75881,1
GET /search?q=1024-2,2626,1
"POST /login.php {'username': '1*1', 'password': 'password'}",129180,1
POST /profile/update {'email': 'test.user@example.com'},89053,0
GET /api/v1/users?id=938,58683,0
GET /search.aspx?q=105-1,907,1
GET /images/products/h.jpg,137374,0
GET /api/v1/users?id=' or 'x'='x,5366,1
"POST /login {'user': 'K', 'pass': 'password123'}",4342,0
"GET /api/v1/users?id=-1 UNION SELECT 1 INTO @,@,@",135533,1
"GET /index.php?page=' AND MID(VERSION(),1,1) = '5';",4963,1
GET /search?q=C,72290,0
GET /images/products/O.jpg,73208,0
GET /search.aspx?q='=0--+,127831,1
GET /search?q=0,96420,0
GET /search?q=k,2479,0
"POST /login {'user': 'x', 'pass': 'password123'}",149386,0
"POST /login {'user': '1 AND (SELECT * FROM Users) = 1', 'pass': 'password123'}",112446,1
"POST /login {'user': '' OR 1=1 /*', 'pass': 'password123'}",12001,1
"POST /login.php {'username': '1=1', 'password': 'password'}",2293,1
"POST /login {'user': 'E', 'pass': 'password123'}",22189,0
"POST /login.php {'username': '1' ORDER BY 1--+', 'password': 'password'}",141553,1
GET /images/products/I.jpg,12507,0
GET /search.aspx?q=1 AND 1=1,79684,1
GET /api/v1/users?id='admin'--,1825,1
GET /index.php?page='admin'--,107784,1
GET /images/products/w.jpg,83377,0
GET /products/details?productID=r,18204,0
GET /search?q=OR '1'='1',557,1
POST /profile/update {'email': 'test.user@example.com'},41821,0
GET /images/products/x.jpg,85360,0
GET /blog/posts?page=18,20084,0
GET /search?q=V,80702,0
POST /search {'keyword': '' or 1=1 limit 1 --'},37762,1
"POST /api/v1/cart/add {'item_id': '9281', 'quantity': 5}",74708,0
GET /products/details?productID=n,86480,0
GET /api/v1/users?id=3396,86944,0
GET /index.php?page=105-1,28423,1
"GET /index.php?page=-1 UNION SELECT 1 INTO @,@",4586,1
GET /products/details?productID=OR+%271%27%3D%271,9247,1
GET /assets/css/main.css,87556,0
POST /search {'keyword': '' OR 1=1 /*'},5438,1
GET /items/show.php?id=' OR 1=1 /*,1815,1
GET /items/show.php?id=1*1,231,1
"POST /login.php {'username': '1*1', 'password': 'password'}",5853,1
"POST /login {'user': ''admin'--', 'pass': 'password123'}",5602,1
"POST /api/v1/cart/add {'item_id': '8424', 'quantity': 3}",87934,0
GET /user/profile?user_id=105-1,6321,1
"POST /login {'user': '1024-2', 'pass': 'password123'}",5123,1
GET /blog/posts?page=15,41751,0
GET /products/details?productID=1' OR '1'='1' --,2125,1
GET /api/v1/users?id=2091,35152,0
GET /products/details?productID=1' ORDER BY 1--+,2778,1
GET /products/details?productID='admin'--,681,1
GET /search?q=9,91687,0
GET /admin/login?user=105-1,6128,1
GET /products/details?productID=smith' OR '1'='1,6300,1
"POST /api/v1/cart/add {'item_id': '7490', 'quantity': 4}",2713,0
"POST /login.php {'username': '' OR 1=1--', 'password': 'password'}",144170,1
GET /search?q=v,20917,0
GET /blog/posts?page=15,134593,0
"POST /api/v1/cart/add {'item_id': '8432', 'quantity': 3}",390,0
GET /products/details?productID='admin'--,7497,1
GET /products/home/x,145164,0
GET /index.php?page=',2549,1
GET /products/books/f,33558,0
GET /products/details?productID=1=1,6957,1
"POST /login {'user': 'G', 'pass': 'password123'}",68950,0
GET /blog/posts?page=10,14186,0
"POST /login {'user': '105-1', 'pass': 'password123'}",118971,1
GET /products/electronics/N,11508,0
GET /api/v1/users?id=' AND user IS NULL; --,143910,1
GET /api/v1/users?id='''''''''''''UNION SELECT '2,84159,1
GET /blog/posts?page=13,9887,0
POST /profile/update {'email': 'test.user@example.com'},30300,0
"POST /login {'user': 'f', 'pass': 'password123'}",146423,0
GET /products/details?productID=T,26424,0
GET /search?q=x,25689,0
GET /search?q=1' and '1'='1,146975,1
GET /api/v1/users?id=1' and '1'='1,149768,1
GET /assets/css/main.css,49175,0
GET /images/products/9.jpg,15480,0
GET /search?q=q,119301,0
GET /api/v1/users?id=' or 1=1 limit 1 --,892,1
GET /api/v1/users?id=9873,133032,0
GET /search?q=i,11147,0
GET /products/details?productID=AND 1,6395,1
GET /search?q=w,47860,0
GET /products/details?productID=1 AND 1=1,7154,1
GET /images/products/1.jpg,72124,0
GET /api/v1/users?id=6843,32923,0
POST /profile/update {'email': 'test.user@example.com'},60071,0
GET /search.aspx?q='admin'--,576,1
"POST /login {'user': '' OR 'x'='x', 'pass': 'password123'}",7512,1
POST /search {'keyword': '' OR '1'='1'},1514,1
GET /products/details?productID=user1' or 1=1 --,4300,1
GET /search?q=OR+%271%27%3D%271,1260,1
POST /search {'keyword': ''admin'--'},7976,1
GET /products/details?productID=' AND id IS NULL; --,3254,1
GET /search?q=OR 1=1,5878,1
GET /images/products/m.jpg,44897,0
"POST /api/v1/cart/add {'item_id': '3473', 'quantity': 2}",50926,0
GET /blog/posts?page=13,95521,0
GET /api/v1/users?id=2214,88312,0
GET /search?q=0,56282,0
"GET /search.aspx?q=' AND MID(VERSION(),1,1) = '5';",59348,1
GET /images/products/Z.jpg,46499,0
GET /products/details?productID=i,108683,0
GET /api/v1/users?id=1 AND 1=1,4727,1
GET /admin/login?user=1024-2,1285,1
"POST /login {'user': 'J', 'pass': 'password123'}",49973,0
GET /api/v1/users?id=admin' #,4755,1
GET /products/home/4,55811,0
GET /products/books/6,27461,0
GET /products/home/7,57674,0
GET /api/v1/users?id=4293,67194,0
"POST /login {'user': '' or 'x'='x', 'pass': 'password123'}",7851,1
"POST /login.php {'username': 'x' or 1=1--', 'password': 'password'}",145796,1
GET /api/v1/users?id=' OR 1=1--,58934,1
GET /search?q=' OR '1'='1,7551,1
POST /profile/update {'email': 'test.user@example.com'},43657,0
GET /products/details?productID='admin'--,115269,1
POST /search {'keyword': '' OR 1=1 /*'},80216,1
"POST /login {'user': 'O', 'pass': 'password123'}",21377,0
POST /profile/update {'email': 'test.user@example.com'},123586,0
GET /blog/posts?page=7,12397,0
GET /search?q=1 AND 1=1,6537,1
GET /index.php?page='admin'--,85002,1
GET /products/books/t,4606,0
GET /products/details?productID=1 AND 1=1,2682,1
GET /images/products/f.jpg,23978,0
GET /search.aspx?q=1*1,109833,1
GET /api/v1/users?id=' AND id IS NULL; --,24067,1
GET /admin/login?user=1' and '1'='1,3326,1
GET /search?q=E,103195,0
GET /products/details?productID=x' or 1=1--,129345,1
"POST /api/v1/cart/add {'item_id': '9646', 'quantity': 3}",88418,0
GET /products/details?productID=G,17986,0
GET /search?q=1' ORDER BY 3--+,59223,1
"POST /login {'user': 'z', 'pass': 'password123'}",149295,0
GET /assets/css/main.css,66256,0
GET /products/details?productID='=0--+,2291,1
GET /search.aspx?q=OR '1'='1',101598,1
POST /profile/update {'email': 'test.user@example.com'},66531,0
GET /search?q=a,56541,0
GET /search?q=T,30391,0
GET /assets/css/main.css,39539,0
"POST /login {'user': '6', 'pass': 'password123'}",78979,0
GET /api/v1/users?id=1' OR '1'='1' --,7953,1
GET /api/v1/users?id=6612,10534,0
"POST /login {'user': 'r', 'pass': 'password123'}",90253,0
GET /blog/posts?page=11,52929,0
"POST /login.php {'username': '-1 UNION SELECT 1 INTO @,@,@', 'password': 'password'}",1322,1
GET /index.php?page=OR+%271%27%3D%271,4346,1
POST /profile/update {'email': 'test.user@example.com'},54404,0
"GET /search.aspx?q=' AND MID(VERSION(),1,1) = '5';",4394,1
POST /search {'keyword': 'x' or 1=1--'},29980,1
GET /api/v1/users?id=105-1,33773,1
"POST /login {'user': 'P', 'pass': 'password123'}",67313,0
"POST /login {'user': '1' and '1'='1', 'pass': 'password123'}",9174,1
GET /products/details?productID=B,26788,0
GET /index.php?page=OR '1'='1',109939,1
"POST /login {'user': 'q', 'pass': 'password123'}",49308,0
GET /products/home/P,3794,0
GET /index.php?page=1*1,48776,1
GET /api/v1/users?id=4470,16404,0
GET /search.aspx?q=' AND user IS NULL; --,3355,1
GET /products/details?productID=1 AND 1=1,11442,1
GET /search?q=l,120887,0
GET /search?q=1' OR '1'='1' --,5002,1
GET /images/products/4.jpg,3662,0
POST /search {'keyword': ''admin'--'},5438,1
GET /images/products/E.jpg,19477,0
GET /products/details?productID=' OR '1'='1,66349,1
GET /assets/css/main.css,84451,0
"POST /login {'user': '-1 UNION SELECT 1 INTO @,@', 'pass': 'password123'}",276,1
POST /search {'keyword': 'AND false'},601,1
GET /products/electronics/Z,99291,0
GET /index.php?page=' OR '1'='1,5518,1
GET /items/show.php?id=user1' or 1=1 --,133575,1
"GET /search.aspx?q=1' GROUP BY 1,2,--+",32498,1
POST /profile/update {'email': 'test.user@example.com'},121004,0
"POST /login {'user': 'C', 'pass': 'password123'}",75280,0
"POST /login.php {'username': '1' and '1'='1', 'password': 'password'}",88053,1
GET /search?q=J,64671,0
GET /search?q=E,108838,0
"POST /login {'user': 'Y', 'pass': 'password123'}",53784,0
"POST /login.php {'username': '' OR 'x'='x', 'password': 'password'}",66972,1
GET /assets/css/main.css,26375,0
GET /products/details?productID=' OR '' = ',7347,1
"POST /login {'user': 'OR '1'='1'', 'pass': 'password123'}",3010,1
"POST /login.php {'username': '' or 'x'='x', 'password': 'password'}",25255,1
GET /search.aspx?q=' or 1=1 limit 1 --,144211,1
GET /images/products/Q.jpg,77223,0
"POST /login {'user': '1*1', 'pass': 'password123'}",2489,1
GET /products/electronics/j,97463,0
GET /api/v1/users?id=4406,70988,0
"POST /login {'user': '' AND MID(VERSION(),1,1) = '5';', 'pass': 'password123'}",5786,1
GET /products/electronics/Y,67843,0
GET /blog/posts?page=7,53522,0
GET /products/home/E,117489,0
GET /products/details?productID=e,7999,0
GET /assets/css/main.css,5122,0
GET /api/v1/users?id=5857,69947,0
GET /products/details?productID=i,82821,0
GET /products/details?productID=X,15096,0
"POST /login {'user': 'user1' or 1=1 --', 'pass': 'password123'}",3144,1
GET /api/v1/users?id=smith' OR '1'='1,109367,1
"POST /login {'user': 'admin' #', 'pass': 'password123'}",73760,1
"POST /login {'user': 'T', 'pass': 'password123'}",95882,0
GET /search?q=1,9216,0
"POST /login {'user': 'x', 'pass': 'password123'}",131607,0
"POST /login {'user': 'user1' or 1=1 --', 'pass': 'password123'}",220,1
"POST /login.php {'username': 'admin' #', 'password': 'password'}",50636,1
GET /api/v1/users?id='admin'--,68446,1
"POST /login.php {'username': '';WAITFOR DELAY '0:0:30'--', 'password': 'password'}",2601,1
GET /products/books/a,32036,0
"POST /api/v1/cart/add {'item_id': '1784', 'quantity': 5}",42652,0
"POST /api/v1/cart/add {'item_id': '9217', 'quantity': 4}",33931,0
GET /api/v1/users?id=OR+%271%27%3D%271,7630,1
GET /api/v1/users?id=' or 1=1 limit 1 --,25220,1
GET /search?q=h,94942,0
GET /admin/login?user=OR '1'='1',45824,1
"POST /login {'user': 'd', 'pass': 'password123'}",17314,0
GET /index.php?page=' or 1=1 limit 1 --,51829,1
GET /search?q=' AND user IS NULL; --,5054,1
"POST /login {'user': '1' and '1'='1', 'pass': 'password123'}",28442,1
"POST /login {'user': 'w', 'pass': 'password123'}",9443,0
"POST /login {'user': 'AND false', 'pass': 'password123'}",137065,1
"POST /login.php {'username': 'smith' OR '1'='1', 'password': 'password'}",260,1
"POST /login {'user': '1' OR '1'='1' --', 'pass': 'password123'}",94013,1
GET /search?q=w,40622,0
GET /api/v1/users?id=' OR '1'='1,146142,1
GET /user/profile?user_id=105-1,2307,1
GET /api/v1/users?id=4197,73678,0
"POST /login {'user': 't', 'pass': 'password123'}",13510,0
GET /products/details?productID=OR+%271%27%3D%271,146367,1
GET /search.aspx?q=1-true,3465,1
GET /api/v1/users?id='=0--+,282,1
GET /api/v1/users?id=' OR '' = ',2397,1
POST /profile/update {'email': 'test.user@example.com'},41330,0
"POST /login {'user': '1-true', 'pass': 'password123'}",32157,1
GET /search.aspx?q=1=1,7161,1
"POST /api/v1/cart/add {'item_id': '4714', 'quantity': 2}",35759,0
GET /search?q='admin'--,80222,1
GET /user/profile?user_id=1=1,317,1
GET /admin/login?user='=0--+,102806,1
GET /search?q=6,79998,0
GET /blog/posts?page=16,119304,0
GET /blog/posts?page=2,146391,0
GET /search?q=1' and '1'='1,5861,1
GET /products/details?productID=M,75801,0
GET /products/details?productID=AND false,1533,1
GET /images/products/B.jpg,15963,0
GET /assets/css/main.css,110149,0
GET /products/details?productID=j,73497,0
GET /products/details?productID=smith' OR '1'='1,136785,1
GET /index.php?page=' OR 1=1 /*,5169,1
POST /profile/update {'email': 'test.user@example.com'},34970,0
GET /admin/login?user=' OR 1=1--,956,1
"POST /api/v1/cart/add {'item_id': '4514', 'quantity': 4}",16836,0
POST /search {'keyword': '' OR 1=1 /*'},96015,1
"GET /search.aspx?q=1' ORDER BY 1,2,3--+",6332,1
GET /api/v1/users?id=' OR '' = ',3893,1
GET /images/products/W.jpg,42417,0
GET /products/home/j,43886,0
GET /search.aspx?q=1*1,2782,1
GET /products/details?productID=1=1,2907,1
GET /products/electronics/2,52000,0
GET /api/v1/users?id=1 AND 1=1,2496,1
POST /search {'keyword': 'AND true'},87737,1
GET /items/show.php?id=``,79679,1
GET /user/profile?user_id=' or 1=1 limit 1 --,5301,1
"POST /login {'user': '1', 'pass': 'password123'}",78327,0
GET /products/electronics/W,75028,0
"GET /admin/login?user="" OR """" = """,21674,1
GET /search?q=E,82621,0
"POST /api/v1/cart/add {'item_id': '9135', 'quantity': 4}",69346,0
GET /admin/login?user=' AND user IS NULL; --,4254,1
GET /search?q=1' ORDER BY 3--+,14245,1
GET /search?q=105-1,114864,1
GET /search.aspx?q=/*…*/,122450,1
GET /user/profile?user_id=1024-2,6706,1
POST /search {'keyword': '' OR 1=1 /*'},2164,1
GET /search?q=5,32027,0
GET /assets/css/main.css,39231,0
GET /user/profile?user_id=105-1,6327,1
GET /search.aspx?q=/*…*/,67887,1
GET /search?q=1' OR '1'='1' --,90372,1
GET /api/v1/users?id=321,17762,0
GET /blog/posts?page=11,40558,0
GET /api/v1/users?id=' OR 1=1 /*,18962,1
GET /products/electronics/y,103267,0
GET /api/v1/users?id=' or 1=1 limit 1 --,40019,1
GET /api/v1/users?id=' or 'x'='x,52604,1
POST /profile/update {'email': 'test.user@example.com'},20971,0
"POST /api/v1/cart/add {'item_id': '9993', 'quantity': 1}",132691,0
GET /products/details?productID=I,72916,0
GET /products/details?productID=105-1,4995,1
"POST /api/v1/cart/add {'item_id': '7813', 'quantity': 3}",141810,0
"POST /api/v1/cart/add {'item_id': '1435', 'quantity': 4}",40070,0
GET /blog/posts?page=7,52343,0
GET /products/details?productID=105-1,6987,1
GET /search?q=R,27666,0
"POST /login.php {'username': 'OR+%271%27%3D%271', 'password': 'password'}",74595,1
GET /products/electronics/c,99701,0
"POST /api/v1/cart/add {'item_id': '6973', 'quantity': 5}",69260,0
GET /api/v1/users?id=OR '1'='1',62017,1
GET /images/products/l.jpg,14727,0
GET /products/details?productID=' OR '1'='1,3437,1
"POST /login.php {'username': '-- or #', 'password': 'password'}",4216,1
GET /search.aspx?q=1 AND 1=1,93127,1
GET /products/details?productID=user1' or 1=1 --,435,1
"POST /login {'user': 'o', 'pass': 'password123'}",145638,0
GET /user/profile?user_id=' OR 'x'='x,25067,1
GET /index.php?page=x' or 1=1--,3272,1
GET /products/details?productID=f,81320,0
GET /api/v1/users?id=4442,31559,0
"POST /login.php {'username': ''', 'password': 'password'}",119273,1
GET /user/profile?user_id=admin' #,132389,1
"POST /login {'user': 'x' or 1=1--', 'pass': 'password123'}",1234,1
"POST /login {'user': '5', 'pass': 'password123'}",9529,0
GET /search.aspx?q=105-1,23445,1
GET /user/profile?user_id=' OR 'x'='x,6471,1
GET /api/v1/users?id=1' and '1'='1,38142,1
GET /api/v1/users?id=9098,29332,0
GET /assets/css/main.css,45885,0
"POST /login {'user': 'r', 'pass': 'password123'}",5416,0
GET /search?q=user1' or 1=1 --,7600,1
GET /api/v1/users?id=1=1,137,1
GET /api/v1/users?id=6334,51222,0
GET /blog/posts?page=5,23976,0
GET /admin/login?user=/*…*/,108636,1
GET /api/v1/users?id=' or 'x'='x,3870,1
"POST /login {'user': '' OR 'x'='x', 'pass': 'password123'}",7654,1
GET /images/products/s.jpg,43533,0
GET /images/products/D.jpg,10593,0
GET /index.php?page=' OR '1'='1,2445,1
GET /products/electronics/f,37328,0
GET /products/details?productID=V,73104,0
GET /search.aspx?q=' or 1=1 limit 1 --,6754,1
GET /admin/login?user=1024-2,135166,1
GET /products/details?productID=i,73637,0
GET /user/profile?user_id=user1' or 1=1 --,4440,1
"POST /login {'user': '' AND user IS NULL; --', 'pass': 'password123'}",4928,1
"POST /login {'user': 'J', 'pass': 'password123'}",54676,0
GET /api/v1/users?id=' or 'x'='x,2447,1
GET /api/v1/users?id=' OR '1'='1,50125,1
"POST /login {'user': '1', 'pass': 'password123'}",31967,0
GET /images/products/P.jpg,31613,0
GET /items/show.php?id=' OR '1'='1,109824,1
"POST /login {'user': 'D', 'pass': 'password123'}",80945,0
GET /search?q=' AND id IS NULL; --,72713,1
GET /items/show.php?id=1 AND 1=1,21621,1
GET /search?q=' OR 'x'='x,12579,1
GET /images/products/1.jpg,14712,0
"POST /login {'user': '1=1', 'pass': 'password123'}",122372,1
GET /api/v1/users?id=//,4502,1
GET /user/profile?user_id=' OR 'x'='x,103033,1
POST /profile/update {'email': 'test.user@example.com'},35831,0
GET /search?q=1=1,2990,1
GET /items/show.php?id=1=1,7648,1
"POST /login {'user': '1' GROUP BY 1,2,3--+', 'pass': 'password123'}",6773,1
GET /admin/login?user=1' and '1'='1,617,1
"POST /api/v1/cart/add {'item_id': '9867', 'quantity': 2}",137073,0
GET /search?q=m,72563,0
GET /search?q=1' and '1'='1,13471,1
GET /products/details?productID=9,29163,0
GET /admin/login?user='=',22788,1
GET /search.aspx?q=OR '1'='1',3654,1
GET /search.aspx?q=OR '1'='1',3303,1
"POST /api/v1/cart/add {'item_id': '5586', 'quantity': 1}",75282,0
GET /search?q=X,133168,0
GET /products/electronics/i,107448,0
"POST /api/v1/cart/add {'item_id': '9902', 'quantity': 2}",44944,0
GET /products/details?productID=AND 0,75501,1
"POST /api/v1/cart/add {'item_id': '9443', 'quantity': 5}",6447,0
GET /search?q=H,15054,0
GET /search.aspx?q='=0--+,6990,1
GET /api/v1/users?id=' OR 'x'='x,3064,1
GET /api/v1/users?id=7092,43376,0
POST /search {'keyword': '1024-2'},120247,1
"POST /api/v1/cart/add {'item_id': '1551', 'quantity': 4}",24766,0
POST /profile/update {'email': 'test.user@example.com'},89780,0
GET /images/products/R.jpg,39980,0
GET /index.php?page=' OR 'x'='x,114423,1
GET /admin/login?user=' OR 1=1--,7580,1
GET /products/details?productID=1 AND 1=1,10053,1
GET /assets/css/main.css,101029,0
GET /index.php?page=' OR 1=1--,7424,1
"POST /login {'user': 'admin' #', 'pass': 'password123'}",106684,1
GET /search?q=' OR '1'='1,53380,1
GET /user/profile?user_id=1=1,3087,1
"POST /login.php {'username': '1' and '1'='1', 'password': 'password'}",80481,1
GET /index.php?page='admin'--,5174,1
POST /search {'keyword': 'OR '1'='1''},5991,1
GET /images/products/I.jpg,39543,0
GET /items/show.php?id=admin' #,73634,1
GET /api/v1/users?id=1=1,130726,1
GET /search?q=w,47213,0
GET /api/v1/users?id=OR '1'='1',3446,1
POST /search {'keyword': 'x' or 1=1--'},644,1
POST /search {'keyword': '1' and '1'='1'},90106,1
"POST /login {'user': '' OR 1=1--', 'pass': 'password123'}",4861,1
GET /items/show.php?id=x' or 1=1--,1646,1
POST /profile/update {'email': 'test.user@example.com'},36631,0
"POST /api/v1/cart/add {'item_id': '1518', 'quantity': 2}",33477,0
GET /products/details?productID=U,11524,0
GET /search?q=R,71424,0
"GET /products/details?productID=1' ORDER BY 1,2--+",79372,1
GET /admin/login?user=1=1,3889,1
GET /items/show.php?id=admin' #,68410,1
GET /products/details?productID=q,89584,0
POST /profile/update {'email': 'test.user@example.com'},35027,0
GET /search.aspx?q='=',4708,1
GET /assets/css/main.css,36691,0
GET /index.php?page=user1' or 1=1 --,6463,1
GET /search?q=' OR 1=1 /*,49176,1
GET /admin/login?user=1 AND 1=1,1594,1
GET /api/v1/users?id=4480,25660,0
GET /index.php?page='admin'--,3382,1
POST /search {'keyword': '1' OR '1'='1' --'},1509,1
"GET /products/details?productID=""",29100,1
GET /products/details?productID=L,57243,0
GET /api/v1/users?id=6589,65343,0
GET /products/details?productID=E,36096,0
GET /search?q=o,12878,0
"POST /api/v1/cart/add {'item_id': '1462', 'quantity': 1}",40452,0
"GET /api/v1/users?id=""""",4994,1
GET /user/profile?user_id=' OR 1=1--,5694,1
"POST /login {'user': 'N', 'pass': 'password123'}",8650,0
"POST /login {'user': '1' OR '1'='1' --', 'pass': 'password123'}",6980,1
GET /api/v1/users?id=231,88715,0
"POST /login.php {'username': '1*1', 'password': 'password'}",91,1
GET /api/v1/users?id=1024-2,2210,1
GET /api/v1/users?id=' AND id IS NULL; --,53335,1
GET /products/details?productID=u,88285,0
"POST /login {'user': 'Y', 'pass': 'password123'}",145462,0
"GET /items/show.php?id=1' ORDER BY 1,2--+",30382,1
"POST /api/v1/cart/add {'item_id': '2997', 'quantity': 2}",37414,0
GET /blog/posts?page=16,43997,0
GET /blog/posts?page=9,63143,0
GET /products/details?productID=4,4297,0
GET /products/electronics/f,65937,0
GET /blog/posts?page=4,114604,0
GET /items/show.php?id=' or 'x'='x,4845,1
GET /search?q=/*…*/,7726,1
GET /api/v1/users?id=';WAITFOR DELAY '0:0:30'--,3451,1
POST /search {'keyword': 'x' or 1=1--'},4412,1
"POST /login {'user': 'H', 'pass': 'password123'}",14093,0
"POST /login {'user': '1*1', 'pass': 'password123'}",137283,1
GET /index.php?page=AND true,2210,1
"POST /login {'user': '1*1', 'pass': 'password123'}",104101,1
GET /products/details?productID=OR+%271%27%3D%271,658,1
GET /products/details?productID=l,50151,0
GET /api/v1/users?id=x' or 1=1--,1455,1
GET /api/v1/users?id=user1' or 1=1 --,9687,1
"POST /login {'user': 'OR '1'='1'', 'pass': 'password123'}",204,1
GET /user/profile?user_id=`,3596,1
GET /assets/css/main.css,75070,0
GET /api/v1/users?id=x' or 1=1--,64699,1
POST /profile/update {'email': 'test.user@example.com'},27452,0
"POST /login {'user': 'x' or 1=1--', 'pass': 'password123'}",5479,1
"POST /login.php {'username': 'admin' #', 'password': 'password'}",12211,1
GET /products/electronics/v,112049,0
GET /search?q=OR+%271%27%3D%271,147971,1
GET /assets/css/main.css,58797,0
GET /images/products/X.jpg,55814,0
GET /user/profile?user_id=' OR 1=1--,1598,1
GET /search.aspx?q=' UNION SELECT sum(columnname) from tablename --,149827,1
GET /products/electronics/i,10040,0
GET /search?q=O,74845,0
GET /products/details?productID=admin' #,58494,1
GET /blog/posts?page=14,48204,0
GET /api/v1/users?id=' OR '' = ',6078,1
"GET /search?q=1' ORDER BY 1,2,3--+",3591,1
GET /api/v1/users?id='''''''''''''UNION SELECT '2,1655,1
POST /profile/update {'email': 'test.user@example.com'},33673,0
GET /api/v1/users?id=5392,15886,0
"POST /login.php {'username': ''admin'--', 'password': 'password'}",138542,1
GET /products/details?productID=x,66819,0
"GET /products/details?productID=-1 UNION SELECT 1 INTO @,@,@",3419,1
POST /profile/update {'email': 'test.user@example.com'},142916,0
GET /search.aspx?q=' OR 1=1--,4049,1
"POST /login {'user': '' OR 1=1--', 'pass': 'password123'}",599,1
GET /products/books/I,94495,0
GET /products/details?productID=k,33493,0
"POST /login {'user': 'N', 'pass': 'password123'}",80827,0
GET /blog/posts?page=12,64199,0
"POST /login {'user': 'h', 'pass': 'password123'}",22258,0
GET /images/products/G.jpg,6643,0
"POST /login {'user': '' OR 1=1--', 'pass': 'password123'}",98153,1
POST /search {'keyword': '' OR 'x'='x'},5683,1
GET /search.aspx?q=1' and '1'='1,1028,1
GET /images/products/A.jpg,69158,0
"POST /api/v1/cart/add {'item_id': '6485', 'quantity': 2}",113088,0
"POST /login {'user': '1' and '1'='1', 'pass': 'password123'}",1808,1
GET /items/show.php?id=1' and '1'='1,125725,1
GET /products/details?productID=l,108073,0
GET /products/details?productID=1 AND 1=1,88479,1
GET /index.php?page=1 AND 1=1,6302,1
GET /index.php?page=%2c(select%20*%20from%20(select(sleep(10)))a),961,1
POST /search {'keyword': '' AND user IS NULL; --'},9152,1
GET /api/v1/users?id=5630,84195,0
GET /search?q=smith' OR '1'='1,916,1
"POST /login.php {'username': '' OR 1=1--', 'password': 'password'}",3976,1
GET /search?q=' OR 'x'='x,5385,1
GET /products/details?productID=OR '1'='1',149678,1
GET /products/details?productID=F,12371,0
GET /items/show.php?id=user1' or 1=1 --,1723,1
"POST /login {'user': 'y', 'pass': 'password123'}",142962,0
POST /search {'keyword': '1' and '1'='1'},1033,1
GET /search?q=8,18986,0
POST /profile/update {'email': 'test.user@example.com'},26160,0
"GET /search.aspx?q=-1' UNION SELECT 1,2,3--+",53674,1
GET /images/products/g.jpg,131937,0
GET /blog/posts?page=9,81764,0
"POST /login {'user': 'p', 'pass': 'password123'}",20926,0
GET /api/v1/users?id=8501,42380,0
GET /search.aspx?q=1 AND 1=1,7374,1
"POST /api/v1/cart/add {'item_id': '3515', 'quantity': 4}",111874,0
